문제제목,입출력 예,자바파일
2개 이하로 다른 비트,"수 | 비트 | 다른 비트의 개수
--- | --- | ---
2 | 000...0010 | 
3 | 000...0011 | 1

수 | 비트 | 다른 비트의 개수
--- | --- | ---
7 | 000...0111 | 
8 | 000...1000 | 4
9 | 000...1001 | 3
10 | 000...1010 | 3
11 | 000...1011 | 2

numbers | result
--- | ---
[2,7] | [3,11]","class Solution {
    public long[] solution(long[] numbers) {
        long[] answer = {};
        return answer;
    }
}"
두 큐 합 같게 만들기,"queue1 | queue2 | result
--- | --- | ---
[3, 2, 7, 2] | [4, 6, 5, 1] | 2
[1, 2, 1, 2] | [1, 10, 1, 2] | 7
[1, 1] | [1, 5] | -1","class Solution {
    public int solution(int[] queue1, int[] queue2) {
        int answer = -2;
        return answer;
    }
}"
다리를 지나는 트럭,"경과 시간 | 다리를 지난 트럭 | 다리를 건너는 트럭 | 대기 트럭
--- | --- | --- | ---
0 | [] | [] | [7,4,5,6]
1~2 | [] | [7] | [4,5,6]
3 | [7] | [4] | [5,6]
4 | [7] | [4,5] | [6]
5 | [7,4] | [5] | [6]
6~7 | [7,4,5] | [6] | []
8 | [7,4,5,6] | [] | []

bridge_length | weight | truck_weights | return
--- | --- | --- | ---
2 | 10 | [7,4,5,6] | 8
100 | 100 | [10] | 101
100 | 100 | [10,10,10,10,10,10,10,10,10,10] | 110","class Solution {
    public int solution(int bridge_length, int weight, int[] truck_weights) {
        int answer = 0;
        return answer;
    }
}"
큰 수 만들기,"number | k | return
--- | --- | ---
""1924"" | 2 | ""94""
""1231234"" | 3 | ""3234""
""4177252841"" | 4 | ""775841""","class Solution {
    public String solution(String number, int k) {
        String answer = """";
        return answer;
    }
}"
쿼드압축 후 개수 세기,"arr | result
--- | ---
[[1,1,0,0],[1,0,0,0],[1,0,0,1],[1,1,1,1]] | [4,9]
[[1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1],[0,0,0,0,1,1,1,1],[0,1,0,0,1,1,1,1],[0,0,0,0,0,0,1,1],[0,0,0,0,0,0,0,1],[0,0,0,0,1,0,0,1],[0,0,0,0,1,1,1,1]] | [10,15]","class Solution {
    public int[] solution(int[][] arr) {
        int[] answer = {};
        return answer;
    }
}"
연속된 부분 수열의 합,"sequence | k | result
--- | --- | ---
[1, 2, 3, 4, 5] | 7 | [2, 3]
[1, 1, 1, 2, 3, 4, 5] | 5 | [6, 6]
[2, 2, 2, 2, 2] | 6 | [0, 2]","class Solution {
    public int[] solution(int[] sequence, int k) {
        int[] answer = {};
        return answer;
    }
}"
[PCCE 기출문제] 10번 / 데이터 분석,"code | date | maximum | remain
--- | --- | --- | ---
1 | 20300104 | 100 | 80
2 | 20300804 | 847 | 37
3 | 20300401 | 10 | 8

data | ext | val_ext | sort_by | result
--- | --- | --- | --- | ---
[[1, 20300104, 100, 80], [2, 20300804, 847, 37], [3, 20300401, 10, 8]] | ""date"" | 20300501 | ""remain"" | [[3,20300401,10,8],[1,20300104,100,80]]","class Solution {
    public int[][] solution(int[][] data, String ext, int val_ext, String sort_by) {
        int[][] answer = {};
        return answer;
    }
}"
스티커 모으기(2),"sticker | answer
--- | ---
[14, 6, 5, 11, 3, 9, 2, 10] | 36
[1, 3, 2, 5, 4] | 8","class Solution {
    public int solution(int sticker[]) {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
크레인 인형뽑기 게임,"board | moves | result
--- | --- | ---
[[0,0,0,0,0],[0,0,1,0,3],[0,2,5,0,1],[4,2,4,4,2],[3,5,1,3,1]] | [1,5,3,5,1,2,1,4] | 4","class Solution {
    public int solution(int[][] board, int[] moves) {
        int answer = 0;
        return answer;
    }
}"
삼각 달팽이,"n | result
--- | ---
4 | [1,2,9,3,10,8,4,5,6,7]
5 | [1,2,12,3,13,11,4,14,15,10,5,6,7,8,9]
6 | [1,2,15,3,16,14,4,17,21,13,5,18,19,20,12,6,7,8,9,10,11]","class Solution {
    public int[] solution(int n) {
        int[] answer = {};
        return answer;
    }
}"
전력망을 둘로 나누기,"n | wires | result
--- | --- | ---
9 | [[1,3],[2,3],[3,4],[4,5],[4,6],[4,7],[7,8],[7,9]] | 3
4 | [[1,2],[2,3],[3,4]] | 0
7 | [[1,2],[2,7],[3,7],[3,4],[4,5],[6,7]] | 1","class Solution {
    public int solution(int n, int[][] wires) {
        int answer = -1;
        return answer;
    }
}"
성격 유형 검사하기,"지표 번호 | 성격 유형
--- | ---
1번 지표 | 라이언형(R), 튜브형(T)
2번 지표 | 콘형(C), 프로도형(F)
3번 지표 | 제이지형(J), 무지형(M)
4번 지표 | 어피치형(A), 네오형(N)

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 네오형 3점
비동의 | 네오형 2점
약간 비동의 | 네오형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 어피치형 1점
동의 | 어피치형 2점
매우 동의 | 어피치형 3점

choices | 뜻
--- | ---
1 | 매우 비동의
2 | 비동의
3 | 약간 비동의
4 | 모르겠음
5 | 약간 동의
6 | 동의
7 | 매우 동의

survey | choices | result
--- | --- | ---
[""AN"", ""CF"", ""MJ"", ""RT"", ""NA""] | [5, 3, 2, 7, 5] | ""TCMA""
[""TR"", ""RT"", ""TR""] | [7, 1, 3] | ""RCJA""

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 어피치형 3점
비동의 | 어피치형 2점
약간 비동의 | 어피치형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 네오형 1점
동의 | 네오형 2점
매우 동의 | 네오형 3점

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 콘형 3점
비동의 | 콘형 2점
약간 비동의 | 콘형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 프로도형 1점
동의 | 프로도형 2점
매우 동의 | 프로도형 3점

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 무지형 3점
비동의 | 무지형 2점
약간 비동의 | 무지형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 제이지형 1점
동의 | 제이지형 2점
매우 동의 | 제이지형 3점

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 라이언형 3점
비동의 | 라이언형 2점
약간 비동의 | 라이언형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 튜브형 1점
동의 | 튜브형 2점
매우 동의 | 튜브형 3점

선택지 | 성격 유형 점수
--- | ---
매우 비동의 | 네오형 3점
비동의 | 네오형 2점
약간 비동의 | 네오형 1점
모르겠음 | 어떤 성격 유형도 점수를 얻지 않습니다
약간 동의 | 어피치형 1점
동의 | 어피치형 2점
매우 동의 | 어피치형 3점

지표 번호 | 성격 유형 | 점수 | 성격 유형 | 점수
--- | --- | --- | --- | ---
1번 지표 | 라이언형(R) | 0 | 튜브형(T) | 3
2번 지표 | 콘형(C) | 1 | 프로도형(F) | 0
3번 지표 | 제이지형(J) | 0 | 무지형(M) | 2
4번 지표 | 어피치형(A) | 1 | 네오형(N) | 1

지표 번호 | 성격 유형 | 점수 | 성격 유형 | 점수
--- | --- | --- | --- | ---
1번 지표 | 라이언형(R) | 6 | 튜브형(T) | 1
2번 지표 | 콘형(C) | 0 | 프로도형(F) | 0
3번 지표 | 제이지형(J) | 0 | 무지형(M) | 0
4번 지표 | 어피치형(A) | 0 | 네오형(N) | 0","class Solution {
    public String solution(String[] survey, int[] choices) {
        String answer = """";
        return answer;
    }
}"
평행,"dots | result
--- | ---
[[1, 4], [9, 2], [3, 8], [11, 6]] | 1
[[3, 5], [4, 1], [2, 4], [5, 10]] | 0","class Solution {
    public int solution(int[][] dots) {
        int answer = 0;
        return answer;
    }
}"
시소 짝꿍,"weights | result
--- | ---
[100,180,360,100,270] | 4","class Solution {
    public long solution(int[] weights) {
        long answer = 0;
        return answer;
    }
}"
호텔 대실,"book_time | result
--- | ---
[[""15:00"", ""17:00""], [""16:40"", ""18:20""], [""14:20"", ""15:20""], [""14:10"", ""19:20""], [""18:20"", ""21:20""]] | 3
[[""09:10"", ""10:10""], [""10:20"", ""12:20""]] | 1
[[""10:20"", ""12:30""], [""10:20"", ""12:30""], [""10:20"", ""12:30""]] | 3","class Solution {
    public int solution(String[][] book_time) {
        int answer = 0;
        return answer;
    }
}"
미로 탈출,"maps | result
--- | ---
[""SOOOL"",""XXXXO"",""OOOOO"",""OXXXX"",""OOOOE""] | 16
[""LOOXS"",""OOOOX"",""OOOOO"",""OOOOO"",""EOOOO""] | -1","class Solution {
    public int solution(String[] maps) {
        int answer = 0;
        return answer;
    }
}"
마법의 엘리베이터,"storey | result
--- | ---
16 | 6
2554 | 16","class Solution {
    public int solution(int storey) {
        int answer = 0;
        return answer;
    }
}"
키패드 누르기,"numbers | hand | result
--- | --- | ---
[1, 3, 4, 5, 8, 2, 1, 4, 5, 9, 5] | ""right"" | ""LRLLLRLLRRL""
[7, 0, 8, 2, 8, 3, 1, 5, 7, 6, 2] | ""left"" | ""LRLLRRLLLRR""
[1, 2, 3, 4, 5, 6, 7, 8, 9, 0] | ""right"" | ""LLRLLRLLRL""

왼손 위치 | 오른손 위치 | 눌러야 할 숫자 | 사용한 손 | 설명
--- | --- | --- | --- | ---
* | # | 1 | L | 1은 왼손으로 누릅니다.
1 | # | 3 | R | 3은 오른손으로 누릅니다.
1 | 3 | 4 | L | 4는 왼손으로 누릅니다.
4 | 3 | 5 | L | 왼손 거리는 1, 오른손 거리는 2이므로 왼손으로 5를 누릅니다.
5 | 3 | 8 | L | 왼손 거리는 1, 오른손 거리는 3이므로 왼손으로 8을 누릅니다.
8 | 3 | 2 | R | 왼손 거리는 2, 오른손 거리는 1이므로 오른손으로 2를 누릅니다.
8 | 2 | 1 | L | 1은 왼손으로 누릅니다.
1 | 2 | 4 | L | 4는 왼손으로 누릅니다.
4 | 2 | 5 | R | 왼손 거리와 오른손 거리가 1로 같으므로, 오른손으로 5를 누릅니다.
4 | 5 | 9 | R | 9는 오른손으로 누릅니다.
4 | 9 | 5 | L | 왼손 거리는 1, 오른손 거리는 2이므로 왼손으로 5를 누릅니다.
5 | 9 | - | - | ","class Solution {
    public String solution(int[] numbers, String hand) {
        String answer = """";
        return answer;
    }
}"
숫자 카드 나누기,"arrayA | arrayB | result
--- | --- | ---
[10, 17] | [5, 20] | 0
[10, 20] | [5, 17] | 10
[14, 35, 119] | [18, 30, 102] | 7","class Solution {
    public int solution(int[] arrayA, int[] arrayB) {
        int answer = 0;
        return answer;
    }
}"
서버 증설 횟수,"시각 | 게임 이용자의 수 | 증설된 서버의 수 | 증설 횟수
--- | --- | --- | ---
0 ~ 1 | 0 | 0 | 0
1 ~ 2 | 2 | 0 | 0
2 ~ 3 | 3 | 1 | 1
3 ~ 4 | 3 | 1 | 0
4 ~ 5 | 1 | 1 | 0
5 ~ 6 | 2 | 1 | 0
6 ~ 7 | 0 | 1 | 0
7 ~ 8 | 0 | 0 | 0
8 ~ 9 | 0 | 0 | 0
9 ~ 10 | 0 | 0 | 0
10 ~ 11 | 4 | 1 | 1
11 ~ 12 | 2 | 1 | 0
12 ~ 13 | 0 | 1 | 0
13 ~ 14 | 6 | 2 | 1
14 ~ 15 | 0 | 2 | 0
15 ~ 16 | 4 | 1 | 0
16 ~ 17 | 2 | 1 | 0
17 ~ 18 | 13 | 4 | 3
18 ~ 19 | 3 | 3 | 0
19 ~ 20 | 5 | 3 | 0
20 ~ 21 | 10 | 3 | 0
21 ~ 22 | 0 | 3 | 0
22 ~ 23 | 1 | 0 | 0
23 ~ 24 | 5 | 1 | 1

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 5% | m =1, k =1
#2 | 7% | k =1
#3 | 88% | 추가 제한 사항 없음

players | m | k | result
--- | --- | --- | ---
[0, 2, 3, 3, 1, 2, 0, 0, 0, 0, 4, 2, 0, 6, 0, 4, 2, 13, 3, 5, 10, 0, 1, 5] | 3 | 5 | 7
[0, 0, 0, 10, 0, 12, 0, 15, 0, 1, 0, 1, 0, 0, 0, 5, 0, 0, 11, 0, 8, 0, 0, 0] | 5 | 1 | 11
[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 5, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1] | 1 | 1 | 12","class Solution {
    public int solution(int[] players, int m, int k) {
        int answer = 0;
        return answer;
    }
}"
배달,"N | road | K | result
--- | --- | --- | ---
5 | [[1,2,1],[2,3,3],[5,2,2],[1,4,2],[5,3,1],[5,4,2]] | 3 | 4
6 | [[1,2,1],[1,3,2],[2,3,2],[3,4,3],[3,5,2],[3,5,3],[5,6,1]] | 4 | 4","class Solution {
    public int solution(int N, int[][] road, int K) {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
불량 사용자,"응모자 아이디
---
frodo
fradi
crodo
abc123
frodoc

불량 사용자
---
fr*d*
abc1**

제재 아이디
---
frodo
abc123

제재 아이디
---
fradi
abc123

user_id | banned_id | result
--- | --- | ---
[""frodo"", ""fradi"", ""crodo"", ""abc123"", ""frodoc""] | [""fr*d*"", ""abc1**""] | 2
[""frodo"", ""fradi"", ""crodo"", ""abc123"", ""frodoc""] | [""*rodo"", ""*rodo"", ""******""] | 2
[""frodo"", ""fradi"", ""crodo"", ""abc123"", ""frodoc""] | [""fr*d*"", ""*rodo"", ""******"", ""******""] | 3

제재 아이디
---
frodo
crodo
abc123

제재 아이디
---
frodo
crodo
frodoc

제재 아이디
---
frodo
crodo
abc123
frodoc

제재 아이디
---
fradi
crodo
abc123
frodoc

제재 아이디
---
fradi
frodo
abc123
frodoc","class Solution {
    public int solution(String[] user_id, String[] banned_id) {
        int answer = 0;
        return answer;
    }
}"
신규 아이디 추천,"no | new_id | result
--- | --- | ---
예1 | ""...!@BaT#*..y.abcdefghijklm"" | ""bat.y.abcdefghi""
예2 | ""z-+.^."" | ""z--""
예3 | ""=.="" | ""aaa""
예4 | ""123_.def"" | ""123_.def""
예5 | ""abcdefghijklmn.p"" | ""abcdefghijklmn""","class Solution {
    public String solution(String new_id) {
        String answer = """";
        return answer;
    }
}"
바탕화면 정리,"wallpaper | result
--- | ---
["".#..."", ""..#.."", ""...#.""] | [0, 1, 3, 4]
["".........."", "".....#...."", ""......##.."", ""...##....."", ""....#.....""] | [1, 3, 5, 8]
["".##...##."", ""#..#.#..#"", ""#...#...#"", "".#.....#."", ""..#...#.."", ""...#.#..."", ""....#....""] | [0, 0, 7, 9]
["".."", ""#.""] | [1, 0, 2, 1]","class Solution {
    public int[] solution(String[] wallpaper) {
        int[] answer = {};
        return answer;
    }
}"
보석 쇼핑,"진열대 번호 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8
--- | --- | --- | --- | --- | --- | --- | --- | ---
보석 이름 | DIA | RUBY | RUBY | DIA | DIA | EMERALD | SAPPHIRE | DIA

gems | result
--- | ---
[""DIA"", ""RUBY"", ""RUBY"", ""DIA"", ""DIA"", ""EMERALD"", ""SAPPHIRE"", ""DIA""] | [3, 7]
[""AA"", ""AB"", ""AC"", ""AA"", ""AC""] | [1, 3]
[""XYZ"", ""XYZ"", ""XYZ""] | [1, 1]
[""ZZZ"", ""YYY"", ""NNNN"", ""YYY"", ""BBB""] | [1, 5]","class Solution {
    public int[] solution(String[] gems) {
        int[] answer = {};
        return answer;
    }
}"
메뉴 리뉴얼,"손님 번호 | 주문한 단품메뉴 조합
--- | ---
1번 손님 | A, B, C, F, G
2번 손님 | A, C
3번 손님 | C, D, E
4번 손님 | A, C, D, E
5번 손님 | B, C, F, G
6번 손님 | A, C, D, E, H

코스 종류 | 메뉴 구성 | 설명
--- | --- | ---
요리 2개 코스 | A, C | 1번, 2번, 4번, 6번 손님으로부터 총 4번 주문됐습니다.
요리 3개 코스 | C, D, E | 3번, 4번, 6번 손님으로부터 총 3번 주문됐습니다.
요리 4개 코스 | B, C, F, G | 1번, 5번 손님으로부터 총 2번 주문됐습니다.
요리 4개 코스 | A, C, D, E | 4번, 6번 손님으로부터 총 2번 주문됐습니다.

orders | course | result
--- | --- | ---
[""ABCFG"", ""AC"", ""CDE"", ""ACDE"", ""BCFG"", ""ACDEH""] | [2,3,4] | [""AC"", ""ACDE"", ""BCFG"", ""CDE""]
[""ABCDE"", ""AB"", ""CD"", ""ADE"", ""XYZ"", ""XYZ"", ""ACD""] | [2,3,5] | [""ACD"", ""AD"", ""ADE"", ""CD"", ""XYZ""]
[""XYZ"", ""XWY"", ""WXA""] | [2,3,4] | [""WX"", ""XY""]","class Solution {
    public String[] solution(String[] orders, int[] course) {
        String[] answer = {};
        return answer;
    }
}"
124 나라의 숫자,"10진법 | 124 나라 | 10진법 | 124 나라
--- | --- | --- | ---
1 | 1 | 6 | 14
2 | 2 | 7 | 21
3 | 4 | 8 | 22
4 | 11 | 9 | 24
5 | 12 | 10 | 41

n | result
--- | ---
1 | 1
2 | 2
3 | 4
4 | 11","class Solution {
    public String solution(int n) {
        String answer = """";
        return answer;
    }
}"
디펜스 게임,"n | k | enemy | result
--- | --- | --- | ---
7 | 3 | [4, 2, 4, 5, 3, 3, 1] | 5
2 | 4 | [3, 3, 3, 3] | 4","class Solution {
    public int solution(int n, int k, int[] enemy) {
        int answer = 0;
        return answer;
    }
}"
리코쳇 로봇,"board | result
--- | ---
[""...D..R"", "".D.G..."", ""....D.D"", ""D....D."", ""..D....""] | 7
["".D.R"", ""...."", "".G.."", ""...D""] | -1","class Solution {
    public int solution(String[] board) {
        int answer = 0;
        return answer;
    }
}"
[3차] 방금그곡,"m | musicinfos | answer
--- | --- | ---
""ABCDEFG"" | [""12:00,12:14,HELLO,CDEFGAB"", ""13:00,13:05,WORLD,ABCDEF""] | ""HELLO""
""CC#BCC#BCC#BCC#B"" | [""03:00,03:30,FOO,CC#B"", ""04:00,04:08,BAR,CC#BCC#BCC#B""] | ""FOO""
""ABC"" | [""12:00,12:14,HELLO,C#DEFGAB"", ""13:00,13:05,WORLD,ABCDEF""] | ""WORLD""","class Solution {
    public String solution(String m, String[] musicinfos) {
        String answer = """";
        return answer;
    }
}"
섬 연결하기,"n | costs | return
--- | --- | ---
4 | [[0,1,1],[0,2,2],[1,2,5],[1,3,1],[2,3,8]] | 4","class Solution {
    public int solution(int n, int[][] costs) {
        int answer = 0;
        return answer;
    }
}"
여행경로,"tickets | return
--- | ---
[[""ICN"", ""JFK""], [""HND"", ""IAD""], [""JFK"", ""HND""]] | [""ICN"", ""JFK"", ""HND"", ""IAD""]
[[""ICN"", ""SFO""], [""ICN"", ""ATL""], [""SFO"", ""ATL""], [""ATL"", ""ICN""], [""ATL"",""SFO""]] | [""ICN"", ""ATL"", ""ICN"", ""SFO"", ""ATL"", ""SFO""]","class Solution {
    public String[] solution(String[][] tickets) {
        String[] answer = {};
        return answer;
    }
}"
가장 먼 노드,"n | vertex | return
--- | --- | ---
6 | [[3, 6], [4, 3], [3, 2], [1, 3], [1, 2], [2, 4], [5, 2]] | 3","class Solution {
    public int solution(int n, int[][] edge) {
        int answer = 0;
        return answer;
    }
}"
징검다리 건너기,"stones | k | result
--- | --- | ---
[2, 4, 5, 3, 2, 1, 4, 2, 5, 1] | 3 | 3","class Solution {
    public int solution(int[] stones, int k) {
        int answer = 0;
        return answer;
    }
}"
부대복귀,"n | roads | sources | destination | result
--- | --- | --- | --- | ---
3 | [[1, 2], [2, 3]] | [2, 3] | 1 | [1, 2]
5 | [[1, 2], [1, 4], [2, 4], [2, 5], [4, 5]] | [1, 3, 5] | 5 | [2, -1, 0]","class Solution {
    public int[] solution(int n, int[][] roads, int[] sources, int destination) {
        int[] answer = {};
        return answer;
    }
}"
테이블 해시 함수,"data | col | row_begin | row_end | result
--- | --- | --- | --- | ---
[[2,2,6],[1,5,10],[4,2,9],[3,8,3]] | 2 | 2 | 3 | 4","class Solution {
    public int solution(int[][] data, int col, int row_begin, int row_end) {
        int answer = 0;
        return answer;
    }
}"
개인정보 수집 유효기간,"약관 종류 | 유효기간
--- | ---
A | 6 달
B | 12 달
C | 3 달

번호 | 개인정보 수집 일자 | 약관 종류
--- | --- | ---
1 | 2021.05.02 | A
2 | 2021.07.01 | B
3 | 2022.02.19 | C
4 | 2022.02.20 | C

today | terms | privacies | result
--- | --- | --- | ---
""2022.05.19"" | [""A 6"", ""B 12"", ""C 3""] | [""2021.05.02 A"", ""2021.07.01 B"", ""2022.02.19 C"", ""2022.02.20 C""] | [1, 3]
""2020.01.01"" | [""Z 3"", ""D 5""] | [""2019.01.01 D"", ""2019.11.15 Z"", ""2019.08.02 D"", ""2019.07.01 D"", ""2018.12.28 Z""] | [1, 4, 5]

약관 종류 | 유효기간
--- | ---
Z | 3 달
D | 5 달

번호 | 개인정보 수집 일자 | 약관 종류
--- | --- | ---
1 | 2019.01.01 | D
2 | 2019.11.15 | Z
3 | 2019.08.02 | D
4 | 2019.07.01 | D
5 | 2018.12.28 | Z","class Solution {
    public int[] solution(String today, String[] terms, String[] privacies) {
        int[] answer = {};
        return answer;
    }
}"
연속 펄스 부분 수열의 합,"sequence | result
--- | ---
[2, 3, -6, 1, 3, -1, 2, 4] | 10","class Solution {
    public long solution(int[] sequence) {
        long answer = 0;
        return answer;
    }
}"
달리기 경주,"players | callings | result
--- | --- | ---
[""mumu"", ""soe"", ""poe"", ""kai"", ""mine""] | [""kai"", ""kai"", ""mine"", ""mine""] | [""mumu"", ""kai"", ""mine"", ""soe"", ""poe""]","class Solution {
    public String[] solution(String[] players, String[] callings) {
        String[] answer = {};
        return answer;
    }
}"
유연근무제,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 10% | n= 1. 이벤트 시작일이 월요일이고, 출근 희망 시각이 정각으로 된 입력만 주어집니다.
#2 | 10% | 이벤트 시작일이 월요일이고, 출근 희망 시각이 정각으로 된 입력만 주어집니다.
#3 | 15% | 출근 희망 시각이 정각으로 된 입력만 주어집니다.
#4 | 15% | 이벤트 시작일이 월요일인 입력만 주어집니다.
#5 | 50% | 제한사항 외 추가조건이 없습니다.

schedules | timelogs | startday | result
--- | --- | --- | ---
[700, 800, 1100] | [[710, 2359, 1050, 700, 650, 631, 659], [800, 801, 805, 800, 759, 810, 809], [1105, 1001, 1002, 600, 1059, 1001, 1100]] | 5 | 3
[730, 855, 700, 720] | [[710, 700, 650, 735, 700, 931, 912], [908, 901, 805, 815, 800, 831, 835], [705, 701, 702, 705, 710, 710, 711], [707, 731, 859, 913, 934, 931, 905]] | 1 | 2

출근 희망 시각 | 출근 인정 시각
--- | ---
7:00 | 7:10
8:00 | 8:10
11:00 | 11:10

금 | 토 | 일 | 월 | 화 | 수 | 목
--- | --- | --- | --- | --- | --- | ---
7:10 | 23:59 | 10:50 | 7:00 | 6:50 | 6:31 | 6:59
8:00 | 8:01 | 8:05 | 8:00 | 7:59 | 8:10 | 8:09
11:05 | 10:01 | 10:02 | 6:00 | 10:59 | 10:01 | 11:00

출근 희망 시각 | 출근 인정 시각
--- | ---
7:30 | 7:40
8:55 | 9:05
7:00 | 7:10
7:20 | 7:30

월 | 화 | 수 | 목 | 금 | 토 | 일
--- | --- | --- | --- | --- | --- | ---
7:10 | 7:00 | 6:50 | 7:35 | 7:00 | 9:31 | 9:12
9:08 | 9:01 | 8:05 | 8:15 | 8:00 | 8:31 | 8:35
7:05 | 7:01 | 7:02 | 7:05 | 7:10 | 7:10 | 7:11
7:07 | 7:31 | 8:59 | 9:13 | 9:34 | 9:31 | 9:05","class Solution {
    public int solution(int[] schedules, int[][] timelogs, int startday) {
        int answer = 0;
        return answer;
    }
}"
줄 서는 방법,"n | k | result
--- | --- | ---
3 | 5 | [3,1,2]","class Solution {
    public int[] solution(int n, long k) {
        int[] answer = {};
        return answer;
    }
}"
괄호 변환,"p | result
--- | ---
""(()())()"" | ""(()())()""
"")("" | ""()""
""()))((()"" | ""()(())()""","class Solution {
    public String solution(String p) {
        String answer = """";
        return answer;
    }
}"
수식 최대화,"expression | result
--- | ---
""100-200*300-500+20"" | 60420
""50*6-3*2"" | 300","class Solution {
    public long solution(String expression) {
        long answer = 0;
        return answer;
    }
}"
행렬 테두리 회전하기,"rows | columns | queries | result
--- | --- | --- | ---
6 | 6 | [[2,2,5,4],[3,3,6,6],[5,1,6,3]] | [8, 10, 25]
3 | 3 | [[1,1,2,2],[1,2,2,3],[2,1,3,2],[2,2,3,3]] | [1, 1, 5, 3]
100 | 97 | [[1,1,100,97]] | [1]","class Solution {
    public int[] solution(int rows, int columns, int[][] queries) {
        int[] answer = {};
        return answer;
    }
}"
무인도 여행,"maps | result
--- | ---
[""X591X"",""X1X5X"",""X231X"", ""1XXX1""] | [1, 1, 27]
[""XXX"",""XXX"",""XXX""] | [-1]","class Solution {
    public int[] solution(String[] maps) {
        int[] answer = {};
        return answer;
    }
}"
정수를 나선형으로 배치하기,"n | result
--- | ---
4 | [[1, 2, 3, 4], [12, 13, 14, 5], [11, 16, 15, 6], [10, 9, 8, 7]]
5 | [[1, 2, 3, 4, 5], [16, 17, 18, 19, 6], [15, 24, 25, 20, 7], [14, 23, 22, 21, 8], [13, 12, 11, 10, 9]]

행 \ 열 | 0 | 1 | 2 | 3
--- | --- | --- | --- | ---
0 | 1 | 2 | 3 | 4
1 | 12 | 13 | 14 | 5
2 | 11 | 16 | 15 | 6
3 | 10 | 9 | 8 | 7

행 \ 열 | 0 | 1 | 2 | 3 | 4
--- | --- | --- | --- | --- | ---
0 | 1 | 2 | 3 | 4 | 5
1 | 16 | 17 | 18 | 19 | 6
2 | 15 | 24 | 25 | 20 | 7
3 | 14 | 23 | 22 | 21 | 8
4 | 13 | 12 | 11 | 10 | 9","class Solution {
    public int[][] solution(int n) {
        int[][] answer = {};
        return answer;
    }
}"
가장 큰 정사각형 찾기,"1 | 2 | 3 | 4
--- | --- | --- | ---
0 | 1 | 1 | 1
1 | 1 | 1 | 1
1 | 1 | 1 | 1
0 | 0 | 1 | 0

1 | 2 | 3 | 4
--- | --- | --- | ---
0 | 1 | 1 | 1
1 | 1 | 1 | 1
1 | 1 | 1 | 1
0 | 0 | 1 | 0

board | answer
--- | ---
[[0,1,1,1],[1,1,1,1],[1,1,1,1],[0,0,1,0]] | 9
[[0,0,1,1],[1,1,1,1]] | 4","class Solution
{
    public int solution(int [][]board)
    {
        int answer = 1234;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
입국심사,"n | times | return
--- | --- | ---
6 | [7, 10] | 28","class Solution {
    public long solution(int n, int[] times) {
        long answer = 0;
        return answer;
    }
}"
경주로 건설,"board | result
--- | ---
[[0,0,0],[0,0,0],[0,0,0]] | 900
[[0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0],[0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0],[0,0,0,1,0,0,0,1],[0,0,1,0,0,0,1,0],[0,1,0,0,0,1,0,0],[1,0,0,0,0,0,0,0]] | 3800
[[0,0,1,0],[0,0,0,0],[0,1,0,1],[1,0,0,0]] | 2100
[[0,0,0,0,0,0],[0,1,1,1,1,0],[0,0,1,0,0,0],[1,0,0,1,0,1],[0,1,0,0,0,1],[0,0,0,0,0,0]] | 3200","class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}"
